Invoice_ID,Vendor_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Date,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Transaction_Type,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag
INV_570213,V649,2023-02-20,2023-09-16,16539.0,1445.7,18225.45,Pending,2023-06-05,15.0,3,,4.0,,46,35572,-37.06,No
INV_821497,V274,2023-03-27,2023-09-28,93620.0,7982.72,98687.05,Paid,2023-04-21,5.0,3,john,4.0,Credit Note,18,18752,-1.98,yes
INV_163245,V580,2023-10-08,2023-12-10,59148.0,9398.98,68196.93,Rejected ,2023-10-13,4.0,5,John Smith,10.0,Invoice,4,10346,-17.58,Y
INV_896678,V534,2023-02-19,2023-10-12,,6064.77,47675.22,pending,2023-07-10,23.0,4,Jane Doe,9.0,Debit Note,50,37149,-21.26,no
INV_677918,V337,2023-03-09,2023-11-11,41975.0,5119.69,47984.48,0,2023-09-15,6.0,5,John Smith,9.0,Credit,33,20033,-48.93,No
INV_898023,V771,2023-08-14,2023-05-25,2338.0,418.9,2604.01,,2023-10-26,26.0,1,jane,2.0,Debit Note,31,16273,32.77,No
INV_183505,V356,2023-07-20,2023-04-04,69463.0,6048.39,74283.31,1,2023-05-20,15.0,1,Jane Doe,10.0,Credit Note,38,12552,-18.02,
INV_962645,V405,2023-09-13,2023-06-22,97912.0,7996.29,110721.38,Approved ,2023-11-26,25.0,5,jane,9.0,Adjustment,43,6161,-10.88,1
INV_776390,V144,2023-11-13,2023-09-14,37429.0,3962.27,42166.6,0,2023-10-09,23.0,5,,1.0,Adjustment,45,7079,18.64,High
INV_697818,V336,2023-10-15,2023-08-24,710.0,87.28,823.48,Paid,2023-05-17,28.0,4,john,10.0,Invoice,23,39262,-46.29,No
INV_684823,V700,2023-08-27,2023-06-12,75652.0,12052.95,81943.32,Rejected ,2023-12-04,20.0,4,Mike Johnson,4.0,Invoice,1,15735,85.13,1
INV_911191,V932,2023-02-26,2023-01-01,94866.0,9318.67,111048.13,,2023-02-27,7.0,5,Jane Doe,1.0,Adjustment,23,25271,57.39,yes
INV_894684,V203,2023-01-21,2023-10-21,99279.0,12879.42,116695.88,,2023-05-05,22.0,2,Tom Brown,2.0,Debit Note,23,12016,94.35,TRUE
INV_496990,V841,2023-02-05,2023-07-13,83338.0,8624.3,94189.13,Pending,2023-07-24,25.0,5,Mike Johnson,8.0,,29,44274,-45.98,FALSE
INV_888884,V423,2023-05-20,2023-11-27,24022.0,3800.95,27756.15,Pending,2023-11-08,30.0,3,,2.0,Adjustment,21,3765,35.18,High
INV_519831,V934,2023-09-03,2023-08-11,13029.0,904.62,15093.44,1,2023-02-08,13.0,2,john,4.0,Adjustment,25,17639,-26.49,FALSE
INV_399335,V625,2023-04-06,2023-03-06,57153.0,6950.11,63319.94,Rejected,2023-02-07,,2,John Smith,3.0,Credit,32,13865,-22.02,
INV_525200,V939,2023-09-16,2023-11-19,6676.0,,7596.35,Rejected,2023-04-28,17.0,5,Tom Brown,9.0,invoice,4,32681,-34.97,FALSE
INV_588540,V744,2023-02-14,2023-08-17,89005.0,14401.38,93519.82,Y,2023-07-21,26.0,1,Tom Brown,4.0,Credit,8,22627,82.45,FALSE
INV_900591,V887,2023-08-27,2023-05-18,24175.0,3709.53,28442.73,Approved ,2023-02-06,11.0,5,Jane Doe,1.0,Adjustment,40,48083,29.34,1
INV_631597,V829,2023-12-09,2023-10-21,25170.0,2865.06,28330.91,Rejected,2023-03-20,14.0,1,Jane Doe,1.0,Credit,35,2883,16.19,FALSE
INV_921116,V981,2023-06-10,2023-06-03,17783.0,1594.96,18823.45,,2023-02-10,28.0,2,John ,10.0,Credit Note,44,8686,-31.92,
INV_489554,V330,2023-06-28,2023-05-03,55921.0,6599.15,62672.41,Rejected,2023-12-06,2.0,4,,1.0,Invoice,10,4544,79.45,yes
INV_217580,V106,2023-10-22,2023-11-08,43088.0,5238.93,50567.83,paid,2023-08-25,8.0,1,john,5.0,Credit Note,42,5691,25.88,yes
INV_911302,V836,2023-11-07,2023-11-28,47556.0,3335.35,54351.75,Rejected,2023-09-08,23.0,1,john,4.0,Debit Note,10,42731,-8.73,TRUE
INV_842391,V313,2023-09-21,2023-11-05,61017.0,9476.66,70368.39,Paid,2023-01-18,18.0,1,Jane Doe,1.0,,2,6484,61.35,0
INV_236771,V776,2023-05-02,2023-10-19,19153.0,1198.71,20813.21,0,2023-12-26,8.0,1,Mike Johnson,2.0,Debit Note,6,28799,-34.5,Low
INV_958038,Vendor,2023-02-03,2023-03-24,-1000.0,3919.65,71850.7,Rejected ,2023-07-07,14.0,5,jane,6.0,Invoice,21,22541,99.47,no
INV_122965,V112,2023-04-01,2023-10-20,43318.0,6444.87,48491.45,1,2023-10-03,13.0,3,john,1.0,Adjustment,45,36844,15.49,TRUE
INV_668942,V964,2023-05-05,2023-07-24,82099.0,4145.91,87816.4,Paid,2023-12-07,3.0,4,John Smith,3.0,invoice,8,22017,-3.58,No
INV_940064,V690,2023-02-28,2023-12-21,22407.0,3394.32,25000.16,1,2023-01-18,14.0,4,Tom Brown,9.0,invoice,8,30912,88.37,FALSE
INV_590253,V396,2023-12-05,2023-03-18,71861.0,10386.44,83643.98,N,2023-03-03,22.0,5,,7.0,Adjustment,28,11190,38.47,1
INV_946192,V133,2023-12-13,2023-05-04,2726.0,462.56,3018.92,Approved,2023-04-09,11.0,3,jane,9.0,invoice,2,13741,48.94,TRUE
INV_785651,V386,2023-03-16,2023-04-16,85733.0,11385.73,100628.54,pending,2023-03-09,9.0,5,,4.0,invoice,1,25764,41.71,no
INV_964996,V350,2023-02-18,2023-05-04,71352.0,8312.54,82678.62,Rejected,2023-01-08,3.0,1,John Smith,4.0,Adjustment,25,9758,3.0,Yes
INV_570928,V594,2023-03-19,2023-07-02,50784.0,6716.68,59577.34,N,2023-10-28,13.0,4,jane,5.0,,40,39304,-39.49,High
INV_497918,V569,2023-09-05,2023-01-02,70493.0,3974.96,75582.46,1,2023-12-26,13.0,2,John Smith,9.0,Credit Note,3,17744,-2.01,no
INV_216831,V802,2023-04-25,2023-09-14,78072.0,12844.09,87361.16,1,2023-04-13,,5,Mike Johnson,7.0,invoice,27,5311,11.95,1
INV_156699,V689,2023-08-08,2023-05-11,41201.0,6011.14,43776.56,Paid,2023-03-11,,5,jane,3.0,Adjustment,3,34816,-15.17,No
INV_501939,V434,2023-05-03,2023-11-11,45389.0,4299.1,48363.98,Approved,2023-05-06,28.0,1,Mike Johnson,10.0,,45,27714,-8.96,FALSE
INV_735818,V440,2023-07-27,2023-01-19,97028.0,13042.11,109315.99,0,2023-01-27,3.0,1,Jane Doe,8.0,Invoice,4,12965,99.2,no
INV_438858,V928,2023-08-17,2023-09-19,3876.0,242.9,4229.35,pending,2023-10-08,14.0,4,,8.0,Debit Note,44,43803,-32.37,Yes
INV_207292,V540,2023-09-19,2023-11-25,23473.0,2342.21,26403.26,0,2023-10-09,8.0,5,,4.0,Credit Note,1,15293,98.36,1
INV_482425,V624,2023-06-22,2023-06-20,67340.0,11190.78,75429.48,Approved ,2023-11-23,15.0,3,jane,4.0,Credit Note,16,34287,76.03,yes
INV_396976,V443,2023-11-13,2023-05-19,59595.0,8854.89,66112.37,,2023-08-16,20.0,2,JANE,2.0,,8,29760,68.14,1
INV_294931,V837,2023-07-28,2023-12-26,92747.0,,98376.55,Rejected ,2023-06-23,2.0,4,Sarah Williams,9.0,invoice,10,44620,-47.64,1
INV_200419,V422,2023-08-28,2023-10-04,79940.0,5805.13,89855.8,pending,2023-03-06,18.0,2,john,10.0,,31,43438,-8.61,Yes
INV_460099,V254,2023-02-05,2023-08-20,12448.0,1050.95,14176.92,Y,2023-11-08,9.0,2,Sarah Williams,8.0,invoice,49,21766,-21.79,
INV_456318,V138,Invalid,2023-07-03,60711.0,10017.37,66682.85,Approved,2023-11-17,3.0,4,john,9.0,,20,25357,81.6,Yes
INV_552398,V254,2023-09-15,2023-08-13,81524.0,14553.05,90226.04,pending,2023-11-22,15.0,1,Tom Brown,9.0,Adjustment,27,9797,41.39,FALSE
INV_991297,V125,2023-01-18,2023-09-18,56938.0,8388.57,64616.48,Approved ,2023-11-14,5.0,1,Tom Brown,2.0,Debit Note,16,30105,84.48,0
INV_724836,V299,2023-09-25,2023-03-22,79062.0,12583.4,84558.9,paid,2023-08-03,27.0,4,Jane Doe,5.0,Adjustment,9,41448,73.64,no
INV_779018,V352,2023-10-26,2023-08-04,7954.0,879.81,8591.12,Approved,2023-02-25,20.0,5,john,8.0,Invoice,28,2513,84.07,0
INV_148639,V678,2023-01-26,2023-05-23,65572.0,,76004.77,N,2023-11-13,19.0,3,Sarah Williams,9.0,Credit,12,33164,5.69,
INV_694904,V477,2023-12-10,2023-09-13,,4316.62,28320.0,N,2023-05-27,8.0,4,john,5.0,invoice,33,15584,32.19,TRUE
INV_162883,V588,2023-03-13,2023-08-26,Negotiable,3313.98,67211.2,0,2023-08-08,24.0,3,John Smith,8.0,invoice,38,6306,-7.36,1
INV_285514,Vendor,2023-06-13,2023-10-19,74705.0,12560.04,87646.73,Y,2023-03-19,18.0,4,Sarah Williams,4.0,Debit Note,49,36331,60.22,yes
INV_565325,V836,2023-09-10,2023-05-20,281.0,18.82,305.02,,2023-09-13,4.0,4,Sarah Williams,5.0,invoice,23,13170,-30.53,1
INV_699053,V211,2023-05-05,2023-01-01,71140.0,5674.62,83409.41,,2023-06-02,21.0,5,Sarah Williams,1.0,Debit Note,9,17239,-35.93,Yes
INV_706605,V783,2023-12-17,2023-11-19,74358.0,6932.2,82710.16,,2023-08-23,17.0,1,jane,10.0,Credit Note,2,18996,83.53,
INV_575646,V887,2023-01-06,2023-10-10,91491.0,5213.01,102806.8,Approved ,2023-03-12,-5.0,5,Mike Johnson,1.0,Credit Note,15,48631,69.64,No
INV_598293,V709,2023-08-19,2023-06-12,67868.0,8367.45,77069.52,Paid,2023-06-23,21.0,2,Jane Doe,6.0,,1,10503,13.21,No
INV_723103,V926,2023-11-02,2023-12-22,40404.0,5126.49,43772.71,0,2023-04-15,29.0,5,john,8.0,,37,10312,23.78,0
INV_784455,V747,2023-09-28,2023-12-04,52779.0,6489.79,56718.46,Approved ,2023-12-18,4.0,4,john,3.0,invoice,31,28416,-6.4,FALSE
INV_779018,V642,2023-01-24,2023-08-19,13973.0,1821.39,16128.28,N,2023-02-13,13.0,1,Tom Brown,6.0,Adjustment,21,11731,23.17,Yes
INV_539648,V995,2023-11-03,2023-05-13,19354.0,2134.05,22822.07,Pending,2023-02-18,18.0,4,Jane Doe,6.0,Adjustment,36,26349,75.44,No
INV_945254,V931,2023-02-24,2023-07-24,76954.0,,81731.56,Pending,2023-04-16,27.0,4,John Smith,2.0,invoice,44,8070,-35.36,Low
INV_671793,V540,2023-12-01,2023-10-26,23220.0,4087.3,26694.71,Pending,2023-03-05,12.0,2,john,3.0,invoice,45,35149,-20.87,
INV_969211,V566,2023-11-12,2023-08-03,26742.0,2761.99,29478.41,Y,2023-09-05,17.0,2,Jane Doe,1.0,,1,12480,52.43,Low
INV_825212,V388,2023-01-08,2023-06-13,94051.0,9373.56,106350.06,Approved,2023-10-24,8.0,3,jane,5.0,Invoice,31,49373,9.27,High
INV_233146,V195,2023-07-18,2023-05-16,58920.0,4813.67,64624.88,,2023-06-02,22.0,3,jane,6.0,,9,37818,49.09,0
INV_171189,V555,2023-11-27,2023-09-28,87119.0,8904.0,93344.72,1,2023-08-27,28.0,5,jane,2.0,Debit Note,24,15088,0.35,0
INV_743575,V801,2023-02-22,2023-03-21,-1000.0,2941.32,31992.09,paid,2023-07-12,1.0,5,john,2.0,Adjustment,48,14281,20.85,1
INV_719600,V775,2023-09-01,2023-02-06,61090.0,8384.75,65456.25,,2023-07-26,20.0,4,Mike Johnson,1.0,invoice,14,27293,-35.59,0
INV_234977,V767,2023-03-09,2023-01-02,97117.0,17370.13,104903.25,0,2023-03-06,16.0,2,Mike Johnson,1.0,Debit Note,25,9264,48.25,1
INV_278299,V126,2023-03-17,2023-09-04,19425.0,1978.12,20448.97,,2023-06-27,4.0,2,Sarah Williams,3.0,Credit,10,15018,-25.04,0
INV_618919,V535,2023-07-28,2023-08-05,,417.96,5829.59,0,2023-09-18,21.0,1,Jane Doe,2.0,invoice,33,9566,-35.56,Low
INV_426860,V995,2023-04-27,2023-09-22,28116.0,1437.84,29780.69,pending,2023-09-19,13.0,1,john,3.0,Adjustment,31,33948,67.43,
INV_504681,V501,2023-02-26,2023-02-07,49547.0,5605.66,54743.31,Approved ,2023-04-04,3.0,2,,10.0,Credit Note,45,12982,-3.37,Low
INV_919389,V846,2023-01-02,2023-09-26,97283.0,16266.58,114155.79,pending,2023-12-23,22.0,4,Mike Johnson,10.0,,18,25097,62.99,0
INV_132614,V790,2023-05-11,2023-01-14,14522.0,882.75,16775.14,N,2023-11-03,30.0,1,john,1.0,Adjustment,12,46525,35.44,TRUE
INV_826902,V293,2023-12-02,2023-05-28,68952.0,11497.47,80853.25,Rejected,2023-05-21,13.0,4,jane,5.0,invoice,31,9952,68.06,
INV_571296,V252,2023-10-25,2023-04-13,48453.0,,53047.43,1,2023-11-22,11.0,2,John Smith,2.0,Credit,45,3693,-15.88,SAFE
INV_450861,V795,2023-02-28,2023-04-15,20323.0,3577.92,23371.42,Paid,2023-04-27,20.0,3,,6.0,Debit Note,33,11323,-37.21,No
INV_155814,V993,2023-03-17,2023-03-23,48276.0,5780.94,50699.91,,2023-02-17,24.0,5,Sarah Williams,3.0,Credit Note,24,13840,-43.74,FALSE
INV_544348,V979,2023-10-01,2023-05-02,38501.0,,41225.86,0,2023-01-24,9.0,1,John Smith,1.0,,1,4798,-30.41,Yes
INV_503457,V765,2023-10-10,2023-10-19,49223.0,7393.01,52426.02,,2023-11-26,17.0,1,john,1.0,Debit Note,22,8017,36.34,High
INV_821797,V383,2023-07-26,2023-12-20,5600.0,,6547.09,Pending,2023-08-28,7.0,3,John Smith,8.0,Debit Note,45,2462,69.69,1
INV_849252,V750,2023-02-11,2023-05-14,32192.0,2660.84,34451.19,pending,2023-10-05,4.0,4,Mike Johnson,8.0,Invoice,40,12111,96.23,0
INV_192696,V148,2023-01-26,2023-07-08,64015.0,5677.25,72174.98,paid,2023-08-21,10.0,5,Mike Johnson,7.0,invoice,48,12633,2.81,
INV_520538,V649,2023-02-14,2023-01-18,15479.0,1004.53,16289.98,paid,2023-11-11,18.0,3,Mike Johnson,6.0,Debit Note,41,35863,90.67,yes
INV_985836,V169,2023-08-17,2023-01-20,TBD,981.52,17642.31,,2023-02-28,7.0,2,Tom Brown,9.0,invoice,13,30462,23.25,1
INV_280304,V940,2023-09-27,2023-11-27,99373.0,15699.02,107722.8,,2023-07-02,19.0,2,,10.0,Credit,40,35339,92.91,
INV_521838,V915,Invalid,2023-01-09,74800.0,9020.92,88152.53,Pending,2023-03-07,5.0,1,Tom Brown,5.0,Credit Note,22,34247,71.71,Yes
INV_789620,V369,2023-04-05,2023-08-10,35772.0,2919.54,40625.26,Rejected ,2023-12-22,13.0,1,jane,8.0,,42,16621,44.58,0
INV_341291,V316,2023-04-04,2023-02-04,70265.0,6346.66,76273.72,Approved,2023-04-12,10.0,3,John Smith,5.0,Debit Note,43,14239,28.65,
INV_316277,V308,2023-06-08,2023-06-14,95999.0,6891.19,110213.64,Approved ,2023-12-05,6.0,3,Tom Brown,6.0,Credit,41,1540,65.71,Low
INV_135188,V189,2023-07-12,2023-09-13,18588.0,1350.02,21711.61,Approved,2023-04-09,29.0,1,,9.0,Invoice,40,15109,-5.24,0
INV_659658,V163,TBD,2023-05-22,99999999.0,10367.85,92279.75,Paid,2023-05-07,12.0,5,Jane Doe,10.0,,47,36326,-47.35,TRUE
INV_729017,V424,2023-09-06,2023-09-18,76012.0,7570.71,85089.17,Y,2023-05-12,9.0,4,,9.0,Credit,31,17621,-24.12,High
INV_662723,V398,2023-10-03,2023-02-04,51032.0,7722.73,57432.65,0,2023-08-27,25.0,5,Tom Brown,,Adjustment,40,17824,-32.72,1
INV_869794,V894,2023-09-17,2023-10-15,N/A,3612.5,54074.25,Approved ,2023-01-15,23.0,3,John Smith,5.0,Invoice,38,1857,-24.0,No 
INV_226660,V841,2023-03-02,2023-04-25,85653.0,8709.48,100065.98,0,2023-11-21,19.0,1,Jane Doe,7.0,invoice,41,16659,89.17,yes
INV_525335,V660,2023-09-14,2023-01-24,55238.0,5844.44,59391.25,1,2023-04-23,,1,Tom Brown,5.0,invoice,33,12894,32.07,0
INV_657963,V829,2023-02-02,2023-04-02,14326.0,,15706.9,,2023-08-01,2.0,5,Sarah Williams,5.0,Debit Note,47,4682,30.23,Yes
INV_354774,V609,2023-01-15,2023-03-21,,6897.32,86463.18,Pending,2023-11-03,16.0,2,john,7.0,,44,49412,-26.11,0
INV_279306,V314,2023-05-04,2023-04-05,93654.0,8409.38,103375.34,Rejected,2023-09-20,8.0,2,Sarah Williams,7.0,Debit Note,8,40420,2.38,No
INV_521366,V976,2023-09-10,2023-11-20,94976.0,12514.73,107719.62,Rejected,2023-01-28,0.0,3,Mike Johnson,6.0,invoice,5,47022,2.51,TRUE 
INV_402276,V286,2023-03-13,2023-01-20,37289.0,1876.87,40659.58,pending,2023-01-04,10.0,2,Mike Johnson,8.0,,9,31457,-22.87,Low
INV_931416,V847,2023-11-22,2023-01-09,56065.0,8878.57,63515.22,Paid,2023-12-10,30.0,1,john,6.0,Invoice,17,33239,-32.3,No
INV_660814,V110,2023-05-22,2023-02-12,72605.0,6729.94,76513.93,Pending,2023-11-10,5.0,4,john,15.0,Invoice,1,18578,51.18,1
INV_650949,V,2023-11-03,2023-11-28,82047.0,13965.78,93254.22,0,2023-08-17,2.0,1,Jane Doe,6.0,,15,33411,59.16,Low
INV_425818,V753,2023-03-07,2023-12-16,34599.0,5926.29,39806.19,paid,2023-11-26,0.0,3,john,8.0,Debit Note,38,17355,38.83,0
INV_875520,V338,2023-02-01,2023-03-21,23103.0,2246.23,25719.48,,2023-02-23,,4,,10.0,invoice,39,46288,42.04,FALSE
INV_600951,V850,2023-04-06,2023-06-11,9716.0,1170.92,10585.33,Paid,2023-05-20,4.0,5,Mike Johnson,7.0,Invoice,48,47336,72.03,1
INV_239202,V702,2023-04-28,2023-07-17,25378.0,2879.46,29702.33,,2023-01-20,12.0,1,Mike Johnson,3.0,Debit Note,18,23665,-43.1,FALSE
INV_206931,V518,N/A,2023-04-02,31472.0,2010.99,34990.73,Approved,2023-06-25,10.0,1,John Smith,3.0,,17,26642,96.15,Yes
INV_749121,V116,2023-09-17,2023-04-27,97263.0,9141.25,111415.11,0,2023-10-04,20.0,3,,8.0,Credit Note,30,28340,10.83,
INV_149501,V855,2023-08-15,2023-03-06,9030.0,624.65,10630.96,FAIL,2023-05-25,12.0,3,john,3.0,Invoice,14,11194,-19.96,FALSE
INV_990948,V794,2023-05-01,2023-10-16,3181.0,203.84,3541.36,Paid,2023-09-23,26.0,1,Sarah Williams,1.0,Credit Note,25,24546,99.38,FALSE
INV_588196,V852,2023-09-17,2023-03-20,80441.0,10410.69,91102.33,Approved ,2023-01-25,9.0,5,,7.0,Adjustment,7,23857,-11.87,Low
INV_189164,V874,2023-11-12,2023-01-18,93965.0,6084.73,100971.68,,2023-12-26,19.0,5,Tom Brown,1.0,Credit Note,18,34682,44.25,FALSE
INV_417393,V763,2023-03-21,2023-12-13,31669.0,4777.6,37333.04,Y,2023-11-03,12.0,4,,7.0,Debit Note,41,42907,16.77,0
INV_105627,V155,2023-11-05,2023-07-24,92989.0,15369.86,106273.13,Y,2023-01-13,30.0,4,Jane Doe,4.0,Credit Note,26,41220,81.38,High
INV_400577,V697,2023-12-04,2023-08-08,77326.0,7684.03,86726.43,paid,2023-01-11,0.0,3,Jane Doe,10.0,Credit Note,18,19951,88.83,Yes
INV_756683,V930,2023-09-17,2023-06-27,10451.0,886.48,11972.75,Pending,2023-09-17,23.0,4,Mike Johnson,7.0,Debit Note,39,43424,59.82,
INV_471553,V257,2023-02-02,2023-12-09,42834.0,5744.68,45103.8,,2023-05-11,28.0,1,Sarah Williams,2.0,Invoice,50,2496,-24.4,TRUE
INV_201874,V290,2023-04-17,2023-08-02,,2982.18,57708.14,Rejected,2023-05-08,11.0,1,Tom Brown,,Adjustment,29,29502,66.2,TRUE
INV_315170,V905,2023-11-22,2023-03-09,43591.0,6499.06,48947.73,,2023-06-17,9.0,4,John Smith,8.0,Credit Note,15,5220,47.56,No
INV_592545,V155,2023-03-15,2023-01-20,16277.0,2786.35,18129.59,Paid,2023-03-22,30.0,2,Tom Brown,1.0,Credit Note,45,26497,-14.57,Low
INV_127319,V887,2023-03-01,2023-12-09,31701.0,2021.18,33501.33,Y,2023-08-05,18.0,1,Jane Doe,1.0,Credit Note,49,39254,18.08,TRUE
INV_933689,V424,2023-02-12,2023-11-09,46120.0,2968.29,54125.51,Y,2023-12-13,13.0,4,jane,1.0,Debit Note,21,27473,32.21,FALSE 
INV_418445,V255,2023-08-14,2023-12-23,30697.0,,35878.91,,2023-01-16,11.0,3,Mike Johnson,1.0,Adjustment,18,26303,99.99,Low
INV_983890,V630,2023-06-27,2023-08-27,87304.0,5072.74,92994.89,1,2023-06-04,19.0,5,jane,9.0,invoice,41,27505,-23.67,Yes
INV_151617,V712,2023-08-02,2023-02-22,82128.0,5178.69,95003.81,Paid,2023-05-19,1.0,5,Jane Doe,3.0,Debit Note,18,10395,57.74,Low
INV_548058,V955,2023-09-13,2023-08-01,33159.0,1762.33,35257.98,Approved ,2023-07-14,16.0,2,Jane Doe,10.0,Invoice,15,45526,-23.62,1
INV_633001,V173,2023-09-07,2023-04-21,16645.0,2838.11,17544.16,,2023-03-16,8.0,1,Sarah Williams,4.0,invoice,21,10139,33.73,TRUE
INV_762361,V238,2023-09-20,2023-11-13,48531.0,6199.27,54993.42,1,2023-05-20,0.0,1,,4.0,Debit Note,26,14709,26.51,FALSE
INV_715862,V476,2023-04-05,2023-01-25,,133.85,1139.72,Paid,2023-06-13,23.0,2,Sarah Williams,6.0,Credit,27,9290,-36.09,1
INV_916250,V674,2023-12-18,2023-04-07,25312.0,4477.72,27546.43,Approved ,2023-01-10,29.0,2,,9.0,credit note,38,21765,-48.24,no
INV_953593,V102,2023-04-23,2023-04-15,9412.0,828.1,11062.08,0,2023-03-24,,5,Tom Brown,9.0,Credit Note,1,12178,59.59,1
INV_291870,V246,2023-03-16,2023-08-23,48282.0,4280.9,54553.23,,2023-05-23,19.0,1,Mike Johnson,6.0,Credit,19,20641,20.17,1
INV_904123,Vendor,2023-02-27,2023-12-08,18956.0,2375.96,21717.55,1,2023-03-10,17.0,5,Tom Brown,6.0,invoice,11,20979,-10.5,FALSE
INV_132243,V669,2023-03-22,2023-08-01,95871.0,11121.54,101497.49,,2023-10-13,11.0,4,Tom Brown,2.0,,39,49389,-31.19,
INV_900107,V,2023-03-08,2023-05-01,9999999.0,2647.41,50230.13,N,2023-06-05,11.0,4,Mike Johnson,10.0,Invoice,19,1761,44.34,No
INV_936917,V867,2023-12-03,2023-09-20,,8410.89,93065.69,Rejected,2023-04-25,9.0,3,jane,2.0,Invoice,14,10778,8.28,yes
INV_655384,V333,2023-11-24,2023-08-18,57406.0,5644.34,66407.6,pending,2023-02-25,25.0,3,Mike Johnson,5.0,Credit Note,29,37312,-13.69,yes
INV_189740,V192,2023-04-27,2023-12-05,56694.0,7207.41,65938.0,Rejected ,2023-04-06,16.0,3,,4.0,Invoice,8,41066,-26.49,FALSE
INV_300800,V950,2023-02-06,2023-04-23,79179.0,,93364.89,Y,2023-08-02,26.0,5,Tom Brown,3.0,invoice,29,43012,-11.83,
INV_415917,V504,2023-02-06,2023-04-28,26367.0,2015.28,27994.42,Approved,2023-03-22,28.0,2,john,1.0,Adjustment,11,22691,-35.01,FALSE
INV_734297,V706,2023-04-23,2023-03-17,89349.0,7119.85,102118.42,pending,2023-01-14,22.0,2,Sarah Williams,6.0,Credit,4,12050,8.09,Yes
INV_793206,V508,2023-12-11,2023-11-02,76980.0,11397.94,81536.6,Pending,2023-04-04,18.0,4,Mike Johnson,2.0,Adjustment,34,35088,49.35,FALSE
INV_404288,V100,2023-02-16,2023-04-23,34045.0,2499.08,39790.88,N,2023-07-23,2.0,3,Mike Johnson,2.0,Credit Note,4,13865,79.74,1
INV_854023,V314,2023-06-24,2023-09-24,52574.0,2689.14,56136.55,1,2023-06-27,4.0,5,Jane Doe,2.0,Credit,28,34532,57.93,Low
INV_605795,V990,2023-10-22,2023-06-22,92068.0,15099.87,108144.82,0,2023-11-27,14.0,3,Mike Johnson,8.0,,4,22434,-32.02,1
INV_717393,V933,2023-10-04,2023-12-14,58089.0,3943.83,64004.88,,2023-05-08,23.0,4,jane,1.0,,26,14569,-44.21,no
INV_125202,V246,2023-03-25,2023-08-28,51667.0,3395.47,55392.33,Paid,2023-10-22,0.0,5,Tom Brown,1.0,Credit Note,29,2366,46.45,TRUE
INV_234490,V523,2023-07-25,2023-04-25,65895.0,6623.1,75851.96,Approved,2023-01-10,8.0,5,,6.0,invoice,16,33377,48.37,TRUE
INV_250989,V941,2023-08-23,2023-07-19,30257.0,4626.05,34280.72,FAIL,2023-12-07,26.0,5,Jane Doe,2.0,Credit Note,19,41542,-43.08,High
INV_716708,V844,2023-12-22,2023-10-22,,15463.1,99482.65,N,2023-06-15,2.0,3,john,8.0,Debit Note,32,19776,64.51,No
INV_414119,V407,2023-01-25,2023-08-01,91289.0,11977.46,107384.72,,2023-05-18,23.0,4,,4.0,invoice,48,40114,26.44,no
INV_640994,V663,2023-09-04,2023-10-02,74940.0,6085.58,79766.01,Pending,2023-06-04,9.0,1,Tom Brown,4.0,,48,42977,-20.47,Low
INV_962792,V329,2023-06-10,2023-10-23,20519.0,1707.84,21879.1,1,2023-06-28,22.0,2,Jane Doe,5.0,Invoice,16,49407,8.81,1
INV_216665,V762,2023-04-09,2023-03-15,32228.0,3714.54,36277.83,Y,2023-03-17,22.0,4,,4.0,Credit Note,50,11472,70.87,
INV_274298,V570,2023-01-01,2023-12-08,45673.0,4625.32,51865.96,Pending,2023-02-23,6.0,1,,4.0,,41,9483,45.0,no
INV_828360,V381,2023-01-22,2023-10-19,9715.0,665.36,10411.6,pending,2023-06-25,22.0,4,john,5.0,invoice,47,33024,9.84,TRUE
INV_965158,V481,2023-05-13,2023-04-24,64516.0,10656.36,73351.07,Paid,2023-04-24,11.0,1,,4.0,Credit,16,9125,59.99,
INV_588847,V963,2023-04-23,2023-05-02,34641.0,3906.91,39217.92,Approved,2023-03-18,17.0,5,Tom Brown,6.0,Adjustment,35,33622,51.1,1
INV_488297,V270,2023-05-04,2023-04-02,4709.0,678.27,5185.63,Rejected,2023-06-02,16.0,1,john smith,4.0,Credit,37,12989,-39.06,
INV_590006,V881,2023-09-14,2023-06-18,28751.0,4727.83,30268.32,paid,2023-07-26,14.0,1,Jane Doe,3.0,Invoice,17,27217,0.68,No
INV_975408,V182,2023-11-10,2023-12-27,97388.0,11750.5,107876.23,Y,2023-10-12,22.0,3,Tom Brown,9.0,,43,42744,-35.19,yes
INV_316585,V965,2023-07-09,2023-04-23,71226.0,6011.12,79559.25,Pending,2023-10-11,15.0,5,jane,7.0,Debit Note,41,37492,-34.61,0
INV_989311,V758,2023-12-03,2023-06-05,63383.0,5103.74,70727.41,Rejected,2023-12-17,24.0,5,John Smith,4.0,Invoice,9,48526,-11.33,1
INV_837941,V179,2023-12-19,2023-01-19,8514.0,492.27,9586.55,0,2023-11-26,5.0,1,jane,10.0,Credit,2,25995,53.93,FALSE
