Invoice_ID,Vendor_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Date,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Transaction_Type,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag,Fraud_Real,Amount_ZScore,Deviation_Abs,Processing_ZScore,Tax_Ratio,risk_composite,Anomaly_Label,Anomaly_Score,Combined_Anomaly
INV_804626,V855,2023-07-11,2023-09-01,48529.0,5090.58,55852.58,Y,2023-08-20,5.0,5,Mike Johnson,3.0,Credit,19,6710,49.87,TRUE,1.0,-0.06758579683926823,49.87,-0.2667787933019352,0.09114314862446819,0.5481439783631439,0,0.04794168207098509,0
INV_775673,V251,2023-02-24,2023-09-15,40499.0,6104.34,42837.74,0,2023-02-06,19.0,1,jane,8.0,Adjustment,5,35801,-32.56,0,0.0,-0.06888001116548953,32.56,0.028869677202308187,0.14249911409892307,0.20578645381344415,0,0.043403920607461344,0
INV_295083,V379,2023-04-10,2023-08-15,86180.0,10472.03,100090.66,N,2023-11-24,11.0,1,John Smith,5.0,Debit Note,32,47485,35.09,0,0.0,-0.06151749502151509,35.09,-0.14007230594297376,0.10462544657013952,0.3335843448957491,0,0.041168583323215546,0
INV_249714,V915,2023-01-08,2023-01-02,14700.0,1776.43,16946.52,Nan,2023-01-08,8.0,1,Jane Doe,2.0,Invoice,42,19738,-48.13,No,0.0,-0.07303809776601045,48.13,-0.2034255496224545,0.10482565152019412,0.4895114519965703,0,0.01910685470194351,0
INV_735773,V969,2023-09-26,2023-06-05,59966.0,5906.81,69529.14,Nan,2023-10-20,23.0,1,Jane Doe,4.0,invoice,21,20308,92.28,1,1.0,-0.06574246816567011,92.28,0.11334066877494917,0.08495445219083683,0.5369895939493764,0,0.02867120440036386,1
INV_629877,V725,2023-04-24,2023-05-09,15324.0,2252.19,17066.69,1,2023-04-06,12.0,3,jane,3.0,Debit Note,39,39395,-40.48,Yes,1.0,-0.07293752619196785,40.48,-0.11895455804981352,0.13196407739286295,0.4588706889458656,0,0.04288222149098114,0
INV_575652,V965,2023-09-21,2023-05-12,50063.0,15005.38,95474.91,Paid,2023-10-24,15.0,2,john,1.0,Adjustment,47,137,25.85,FALSE,0.0,-0.0673385583864135,25.85,-0.05560131437033279,0.15716568887051058,0.45435790883283267,1,-0.006718517362157117,1
INV_806347,V711,2023-03-24,2023-04-10,67271.0,4611.17,77100.16,Rejected,2023-12-28,5.0,3,Mike Johnson,9.0,Credit Note,26,23456,-47.52,TRUE,1.0,-0.06456510382531563,47.52,-0.2667787933019352,0.05980752828528501,0.29048983976035336,0,0.05253016978010128,0
INV_270870,V718,2023-10-11,2023-12-26,61704.0,5331.21,65257.74,Approved,2023-09-21,5.0,5,Mike Johnson,3.0,Credit,17,47094,17.89,1,1.0,-0.06546235054437838,17.89,-0.2667787933019352,0.08169467713714879,0.4517792891041659,0,0.04509048265015575,0
INV_604853,V189,2023-12-15,2023-07-15,100.0,9891.81,66092.17,Pending,2023-02-02,14.0,4,,2.0,Credit,36,17424,82.62,0,0.0,-0.07539121472277643,82.62,-0.07671906226349304,0.14966689700156613,0.6344461022840794,1,-0.0008306185763455876,1
INV_260021,V924,2023-12-22,2023-12-07,63286.0,9019.16,67267.5,N,2023-04-28,11.0,4,John Smith,6.0,Invoice,20,15588,71.76,FALSE,0.0,-0.0652073758165973,71.76,-0.14007230594297376,0.13407901289627233,0.46933232105476563,0,0.06154157828982021,1
INV_715608,V155,2023-07-15,2023-03-15,15668.0,1011.85,18367.66,Pending,2023-01-22,16.0,5,Jane Doe,5.0,Adjustment,16,22883,63.1,FALSE,0.0,-0.07288208288832898,63.1,-0.034483566477172545,0.05508867215529904,0.4840489515492417,0,0.04417371563703498,1
INV_681670,V754,2023-12-16,2023-04-02,35416.0,3335.87,39649.23,N,2023-01-27,20.0,2,jane,7.0,invoice,17,21671,56.23,Low,0.0,-0.06969925044571154,56.23,0.049987425095468434,0.0841345468751852,0.3351279638534626,0,0.07162629123619951,1
INV_230730,V670,2023-09-17,2023-03-05,65396.0,3929.14,70772.94,Pending,2023-08-05,2.0,4,Sarah Williams,7.0,Credit,5,13482,-31.15,High,1.0,-0.06486730206462633,31.15,-0.33013203698141597,0.05551754667815128,0.34094326596013763,0,0.042603614028989156,0
INV_753290,V464,2023-03-23,2023-12-09,77358.0,13414.1,89613.78,Pending,2023-08-20,21.0,1,jane,7.0,Adjustment,30,1967,82.86,Yes,1.0,-0.06293935788402122,82.86,0.07110517298862867,0.14968791630037256,0.39683364752509853,1,-0.008542398754421976,1
INV_276316,V515,2023-01-26,2023-08-21,73604.0,5551.47,86282.63,Nan,2023-05-26,0.0,4,Mike Johnson,7.0,Credit,46,27852,-29.17,Low,0.0,-0.06354439905221981,29.17,-0.37236753276773643,0.06434052833113688,0.3410740097256044,0,0.04274828925292995,0
INV_119212,V772,2023-04-03,2023-12-22,27072.0,2993.86,30325.37,1,2023-01-05,21.0,2,Mike Johnson,3.0,,32,33480,9.85,0,0.0,-0.07104407290374273,9.85,0.07110517298862867,0.09872459923819561,0.33942459052904284,0,0.06487607824132591,0
INV_222397,V329,2023-09-17,2023-02-14,99161.0,5832.71,106294.99,Approved,2023-12-15,12.0,4,Sarah Williams,5.0,,29,30485,-6.77,yes,1.0,-0.05942531617111925,6.77,-0.11895455804981352,0.05487285901245204,0.3050382469416959,0,0.0389046619673562,0
INV_525530,V953,2023-08-06,2023-07-11,54939.0,3863.86,58126.62,Y,2023-02-24,9.0,5,Tom Brown,9.0,Adjustment,27,3186,43.44,no,0.0,-0.06655268179181138,43.44,-0.18230780172929426,0.06647315808144358,0.30597670661775644,0,0.04939578605076844,0
INV_115932,V510,2023-11-07,2023-07-17,21301.0,2885.97,25088.56,Paid,2023-05-15,1.0,1,Jane Doe,5.0,Debit Note,31,11794,82.35,TRUE,1.0,-0.07197419879124249,82.35,-0.3512497848745762,0.11503131307655759,0.5091323074894349,0,0.01776688664243048,1
INV_908214,V186,2023-12-23,2023-12-15,35861.0,5038.59,38947.31,1,2023-05-08,15.0,3,jane,6.0,Adjustment,13,33941,91.2,High,1.0,-0.06962752873024847,91.2,-0.05560131437033279,0.12936939675679784,0.4958657029015996,0,0.046012567778560165,1
INV_915096,V738,2023-01-08,2023-12-06,78549.0,7042.34,84158.35,0,2023-09-17,30.0,4,Mike Johnson,2.0,,24,39860,-5.28,0,0.0,-0.06274740156241106,5.28,0.2611649040270709,0.08367963487877317,0.4275642159165429,0,0.027569384924556406,0
INV_570390,V224,2023-04-10,2023-12-13,30565.0,2167.29,33225.01,Rejected,2023-05-09,17.0,5,Mike Johnson,9.0,Adjustment,50,10860,-24.4,1,1.0,-0.07048109773045619,24.4,-0.013365818584012302,0.06523068014125503,0.22430109233369308,0,0.028582196136113236,0
INV_734337,V809,2023-08-20,2023-06-09,83367.0,14708.49,93542.36,Nan,2023-01-27,1.0,4,Mike Johnson,5.0,Credit Note,38,5558,81.62,1,1.0,-0.06197087296667829,81.62,-0.3512497848745762,0.15723881672431614,0.564941642324522,1,-0.025254955839858262,1
INV_193188,V148,2023-02-09,2023-06-11,87280.0,9136.79,94939.76,N,2023-06-16,2.0,3,,3.0,Invoice,1,36467,98.77,No,0.0,-0.061340205387786145,98.77,-0.33013203698141597,0.09623776171332223,0.6630978466247697,1,-0.03121080739986326,1
INV_322111,V288,2023-05-09,2023-12-13,12678.0,1020.85,14632.62,Rejected,2023-09-18,22.0,5,jane,4.0,invoice,8,5356,-23.87,Yes,1.0,-0.07336398834728311,23.87,0.09222292088178892,0.06976535986036676,0.41011623580172496,0,0.020793010102914733,0
INV_557944,V846,2023-03-09,2023-06-25,80997.0,6613.67,86577.4,Approved,2023-12-19,18.0,5,Jane Doe,2.0,Invoice,6,45416,94.42,Low,0.0,-0.06235285154116701,94.42,0.007751929309147943,0.07639025888973336,0.6768933597046056,1,-0.02799493347537929,1
INV_164930,V888,2023-11-04,2023-07-13,55374.0,9392.46,61263.52,N,2023-11-02,0.0,5,john,99.0,Credit Note,17,21563,93.58,No,0.0,-0.06648257180029131,93.58,-0.37236753276773643,0.15331244433881697,-2.665108355724781,1,-0.07627205222306654,1
INV_616043,V207,2023-02-09,2023-12-06,50655.0,2913.07,57615.13,Pending,2023-11-19,1.0,2,jane,8.0,Credit Note,40,36585,74.24,0,0.0,-0.06724314432898848,74.24,-0.3512497848745762,0.050560850943146364,0.3988560965969841,0,0.038679111989778914,1
INV_589265,V776,2023-05-16,2023-05-01,53264.0,7821.19,62815.43,Approved,2023-03-05,26.0,3,,5.0,Debit Note,9,20500,-44.96,no,0.0,-0.06682264555226228,44.96,0.1766939124544299,0.12451064969228101,0.40974861597861695,0,0.04863598705292127,0
INV_307706,V713,2023-12-03,2023-11-22,45773.0,4492.06,53803.36,Paid,2023-05-04,14.0,5,Sarah Williams,7.0,Adjustment,30,31771,93.16,no,0.0,-0.06802998795795638,93.16,-0.07671906226349304,0.0834903247678212,0.5095938569311153,0,0.03859965985326297,1
INV_822465,V108,2023-09-06,2023-11-25,31715.0,4454.78,33326.96,Approved,2023-04-26,1.0,4,jane,6.0,Invoice,6,33110,37.43,TRUE,1.0,-0.07029574947701228,37.43,-0.3512497848745762,0.1336689575046749,0.39903661762658893,0,0.054410720224681186,0
INV_543489,V803,2023-05-12,2023-09-26,23960.0,2193.69,26137.12,Paid,2023-03-06,11.0,5,John Smith,6.0,Debit Note,47,32998,58.77,no,0.0,-0.07154564139480134,58.77,-0.14007230594297376,0.08393005809362318,0.45162997417040635,0,0.049874637191580806,1
INV_382016,V602,2023-08-22,2023-07-27,55806.0,5262.81,64620.2,Paid,2023-11-23,21.0,5,John Smith,4.0,Debit Note,44,31897,-17.41,No,0.0,-0.06641294532595413,17.41,0.07110517298862867,0.0814421806184444,0.3861783650134851,0,0.0511396830672069,0
INV_465369,V427,2023-09-06,2023-08-05,47955.0,6348.38,52405.33,Rejected,2023-03-08,22.0,3,John Smith,6.0,Credit Note,15,9213,31.96,1,1.0,-0.06767830979359589,31.96,0.09222292088178892,0.12113996801470385,0.32324910009098756,0,0.08007911309183491,0
INV_100860,V980,2023-04-05,2023-11-17,40038.0,6119.54,43086.74,Approved,2023-12-20,30.0,1,Mike Johnson,2.0,Credit,35,33398,59.66,1,1.0,-0.06895431163926138,59.66,0.2611649040270709,0.14202838274606064,0.531945597931913,0,0.024030014450286186,1
INV_634459,,2023-02-20,2023-08-03,1712.0,90.87,2007.75,Y,2023-05-28,15.0,5,john,2.0,invoice,38,7278,21.68,TRUE,1.0,-0.07513140482316638,21.68,-0.05560131437033279,0.045259618976466194,0.4684064781201832,0,0.008406741930570893,0
INV_419896,V773,2023-08-08,2023-06-10,50719.0,5107.32,53510.1,Approved,2023-04-11,15.0,5,Sarah Williams,4.0,invoice,16,35216,19.05,0,0.0,-0.06723282929575333,19.05,-0.05560131437033279,0.09544590647373112,0.3889367630147006,0,0.07424762941643775,0
INV_522840,V905,2023-07-23,2023-06-19,31172.0,3562.52,34953.35,1,2023-09-21,21.0,3,john,10.0,Adjustment,15,36281,12.23,1,1.0,-0.07038326608711666,12.23,0.07110517298862867,0.10192213335774683,0.12143242916571763,0,0.05198851508647889,0
INV_610617,V371,2023-10-12,2023-08-21,50063.0,135.67,2517.95,Pending,2023-02-10,19.0,1,john,2.0,Debit Note,38,45357,47.73,No,0.0,-0.0673385583864135,47.73,0.028869677202308187,0.053881133461744675,0.460988163257629,0,0.018041716124802043,0
INV_638109,V472,2023-02-27,2023-02-18,66542.0,10491.58,72449.46,Pending,2023-01-14,6.0,1,Jane Doe,9.0,Adjustment,38,38478,13.93,Yes,1.0,-0.06468259850075964,13.93,-0.24566104540877498,0.14481239749751065,0.14657567651146816,0,0.029778376855471356,0
INV_864672,V684,2023-11-12,2023-10-17,64672.0,5198.35,73942.77,0,2023-11-19,17.0,1,Jane Doe,10.0,Adjustment,47,43708,36.72,yes,1.0,-0.06498399087809884,36.72,-0.013365818584012302,0.0703023432852191,0.14516167096322163,0,0.03421479953375339,0
INV_475941,V415,2023-05-21,2023-02-15,50619.0,6190.06,55207.04,Paid,2023-04-20,3.0,2,Tom Brown,10.0,Invoice,17,11882,90.18,1,1.0,-0.06724894653518323,90.18,-0.30901428908825573,0.11212446818376787,0.37034193267027504,0,0.025335069275903566,1
INV_253235,V286,2023-08-23,2023-03-12,21444.0,1527.46,23276.33,Rejected,2023-11-12,18.0,1,John Smith,5.0,Debit Note,34,41973,90.45,FALSE,0.0,-0.07195115113885772,90.45,0.007751929309147943,0.06562288814430797,0.4819030196241437,0,0.013495820159909189,1
INV_263096,V450,2023-07-09,2023-02-23,29374.0,3866.0,33162.71,Rejected,2023-09-07,26.0,1,john,10.0,invoice,5,27220,77.14,yes,1.0,-0.07067305405206634,77.14,0.1766939124544299,0.11657672126312958,0.2920586976785778,0,0.009278231091221056,1
INV_479937,V623,2023-11-15,2023-11-14,66218.0,9973.8,76273.04,Y,2023-12-03,10.0,2,john,6.0,invoice,3,16069,-41.95,FALSE,0.0,-0.06473481835651251,41.95,-0.16119005383613402,0.13076442213395453,0.3429754717467226,0,0.0423719633554801,0
INV_882246,V314,2023-04-07,2023-08-04,82435.0,14645.9,88972.37,Pending,2023-10-01,14.0,4,jane,9.0,Credit ,41,1877,33.43,High,1.0,-0.06212108563816499,33.43,-0.07671906226349304,0.16461177779124014,0.23922207646715693,1,-0.00041878191904737294,1
INV_525558,V173,2023-10-06,2023-06-21,97808.0,6872.38,113539.38,1,2023-09-12,27.0,5,jane,8.0,Credit,11,34521,22.31,no,0.0,-0.05964338242060585,22.31,0.19781166034759015,0.06052860249897436,0.2785304255362597,0,0.011365614222843212,0
INV_352019,V777,2023-10-05,2023-05-28,50063.0,13802.15,84711.9,Paid,2023-05-20,20.0,5,jane,9.0,Invoice ,42,48332,-42.28,TRUE,1.0,-0.0673385583864135,42.28,0.049987425095468434,0.1629304737587045,0.282805825441603,1,-0.012755024248047864,1
INV_731555,V429,2023-09-22,2023-01-11,45560.0,3397.97,49050.89,N,2023-09-25,10.0,4,john,2.0,,11,10112,-24.17,TRUE,1.0,-0.06806431767794208,24.17,-0.16119005383613402,0.06927438013866823,0.47030137161100855,0,0.0615676823328174,0
INV_682663,V771,2023-07-05,2023-12-15,65115.0,5413.35,68429.2,Rejected,2023-02-03,11.0,5,Mike Johnson,7.0,,48,8705,58.12,Y,1.0,-0.06491259150742436,58.12,-0.14007230594297376,0.079108772278501,0.41335336419293095,0,0.04774820695909121,1
INV_530883,V952,2023-12-27,2023-03-08,3418.0,573.0,3794.54,Rejected,2023-10-14,22.0,5,jane,6.0,Adjustment,13,12878,20.2,1,1.0,-0.07485644471849222,20.2,0.09222292088178892,0.1510064461041391,0.3294047270759668,0,0.02225752383621482,0
INV_932084,V353,2023-01-25,2023-02-20,56296.0,8475.92,64415.5,0,2023-12-23,7.0,2,John Smith,10.0,,10,36200,26.96,0,0.0,-0.06633397085274759,26.96,-0.22454329751561475,0.13158199501672735,0.16782828879789174,0,0.059033257793032645,0
INV_826643,V771,2023-10-21,2023-03-12,77442.0,12082.83,83195.18,Nan,2023-12-05,3.0,2,John Smith,4.0,Credit Note,29,39505,32.89,1,1.0,-0.0629258194029001,32.89,-0.30901428908825573,0.14523473595465508,0.40760730724381833,0,0.04633596279029373,0
INV_108141,V505,2023-01-01,2023-11-11,13184.0,2283.4,14122.31,0,2023-05-17,29.0,2,jane,10.0,Credit Note,22,1422,-5.35,No,0.0,-0.07328243511576779,5.35,0.24004715613391064,0.16168742932282326,0.10671356044324017,1,-0.006853977313946991,1
INV_650807,V636,2023-08-02,2023-01-13,17910.0,1885.89,20236.94,Approved,2023-10-16,6.0,5,Mike Johnson,5.0,Credit Note,12,28837,35.66,Yes,1.0,-0.07252073438031054,35.66,-0.24566104540877498,0.09319047247261691,0.4333333036873784,0,0.05487840459626525,0
INV_169497,V803,2023-05-20,2023-11-07,50063.0,6859.29,53291.49,1,2023-06-01,18.0,2,,10.0,Invoice,42,2096,29.52,TRUE,1.0,-0.0673385583864135,29.52,0.007751929309147943,0.1287126706346548,0.14319050107365489,0,0.04863458251399483,0
INV_783510,V737,2023-11-26,2023-07-07,42775.0,2670.1,48807.26,Pending,2023-04-16,7.0,5,jane,10.0,Credit Note,11,47953,33.44,High,1.0,-0.06851318279606491,33.44,-0.22454329751561475,0.05470702514339055,0.24770413118655518,0,0.03425446542367122,0
INV_879315,V802,2023-11-03,2023-11-15,50063.0,3916.33,44861.66,Rejected,2023-07-26,5.0,3,John Smith,6.0,Debit Note,27,16391,84.01,0,0.0,-0.0673385583864135,84.01,-0.2667787933019352,0.08729792878819018,0.505514530672573,0,0.05464345712079943,1
INV_748827,V407,2023-05-21,2023-07-05,31259.0,3573.05,34558.92,Pending,2023-12-28,14.0,5,Sarah Williams,3.0,,11,42253,-44.1,Low,0.0,-0.07036924408881265,44.1,-0.07671906226349304,0.10339009436637489,0.5028817081572865,0,0.03309762733277499,0
INV_456442,V269,2023-11-07,2023-06-07,53271.0,6281.57,60467.32,Paid,2023-09-21,12.0,5,Sarah Williams,8.0,Debit Note,30,21053,2.84,0,0.0,-0.0668215173455022,2.84,-0.11895455804981352,0.10388371768419702,0.2097274871765725,0,0.06083330656202046,0
INV_420057,V136,2023-04-02,2023-05-24,50063.0,1085.42,12147.48,N,2023-06-14,27.0,2,jane,6.0,,30,9733,13.88,High,1.0,-0.0673385583864135,13.88,0.19781166034759015,0.08935351200413584,0.26477946072942127,0,0.03820224288317475,0
INV_879464,V553,2023-10-26,2023-03-06,49868.0,5349.82,53014.64,1,2023-10-11,20.0,2,john,3.0,,14,3619,-11.18,High,1.0,-0.06736998700330182,11.18,0.049987425095468434,0.10091212540535972,0.33951211116498065,0,0.06085998658018765,0
INV_605797,V941,2023-12-19,2023-11-01,13834.0,737.59,14986.41,Pending,2023-01-22,3.0,5,John Smith,8.0,Credit Note,45,12705,53.16,SAFE,0.0,-0.07317767305947342,53.16,-0.30901428908825573,0.04921725750196345,0.390467677975133,0,0.02476442735201967,1
INV_549355,V586,2023-01-20,2023-01-13,67893.0,11127.49,74333.41,Paid,2023-06-22,7.0,3,jane,4.0,,13,21073,-27.06,0,0.0,-0.06446485459606163,27.06,-0.22454329751561475,0.14969702049186226,0.39775446554655447,0,0.06488596141990227,0
INV_504453,V175,2023-03-18,2023-07-01,77932.0,4459.41,84410.35,N,2023-03-28,14.0,5,Mike Johnson,6.0,Adjustment,9,18127,89.31,yes,1.0,-0.06284684492969357,89.31,-0.07671906226349304,0.05283013279769601,0.5320072283254627,0,0.024705308875694165,1
INV_722555,V495,2023-12-15,2023-03-10,24033.0,3489.71,27562.59,1,2023-10-01,16.0,1,john,3.0,Invoice,29,34986,-35.26,1,1.0,-0.07153387581001751,35.26,-0.034483566477172545,0.12661038022914392,0.39025931013357934,0,0.05205778462163524,0
INV_998495,V878,2023-02-20,2023-03-05,48857.0,8073.11,56196.56,0,2023-02-11,23.0,4,Sarah Williams,6.0,Credit,28,5665,42.09,TRUE,1.0,-0.06753293229393816,42.09,0.11334066877494917,0.14365843745595816,0.37677768677503004,0,0.061791998827923356,0
INV_455340,V564,2023-07-03,2023-03-19,75264.0,11711.71,86702.96,Approved,2023-12-11,30.0,4,Sarah Williams,1.0,,5,12161,63.41,1,1.0,-0.0632768528776834,63.41,0.2611649040270709,0.135078548644706,0.6370601061795974,1,-0.01038998813710379,1
INV_629335,V521,2023-02-23,2023-08-18,15057.0,2113.52,16229.51,N,2023-08-01,7.0,1,jane,7.0,Credit,8,5540,1.17,0,0.0,-0.07298055922124569,1.17,-0.22454329751561475,0.13022697542932596,0.17678760647159136,0,0.005078753993777163,0
INV_722127,V393,2023-12-13,2023-06-02,33556.0,3325.62,38591.22,Rejected,2023-04-22,15.0,1,,10.0,Adjustment,7,45383,-16.85,no,0.0,-0.06999903109910775,16.85,-0.05560131437033279,0.08617556014036352,0.09289000337537148,0,0.02344597086919331,0
INV_771209,V813,2023-10-10,2023-07-20,50063.0,3369.27,56225.65,Approved,2023-07-09,0.0,3,John Smith,2.0,,13,9640,-10.77,No,0.0,-0.0673385583864135,10.77,-0.37236753276773643,0.059924073799057904,0.4416328415924432,0,0.04697762904725383,0
INV_349673,V914,2023-04-23,2023-05-06,23373.0,2815.28,26506.55,Pending,2023-07-09,9.0,2,Jane Doe,8.0,Credit Note,11,17457,80.46,yes,1.0,-0.07164024959025488,80.46,-0.18230780172929426,0.1062107290462169,0.3930542201774451,0,0.04243754958103951,1
INV_684347,V825,2023-10-15,2023-07-02,4479.0,501.78,5087.07,Pending,2023-04-24,15.0,3,john,7.0,Debit Note,44,1343,59.83,High,1.0,-0.07468544080814093,59.83,-0.05560131437033279,0.09863831242738944,0.36776728531717806,0,0.015121793872211076,1
INV_101514,V820,2023-03-21,2023-08-19,98680.0,15989.62,113554.33,N,2023-05-10,15.0,1,john,3.0,Adjustment,33,19119,92.35,0,0.0,-0.05950284009277709,92.35,-0.05560131437033279,0.14081030639694672,0.5622907651741053,1,-0.044289964514209634,1
INV_565591,V423,2023-03-18,2023-07-13,66166.0,6823.28,77522.98,Paid,2023-04-16,25.0,2,john,3.0,Credit,11,47079,72.79,TRUE,1.0,-0.06474319932101608,72.79,0.15557616456126966,0.08801622435050871,0.5396550645483936,0,0.03809251333897695,1
INV_142247,V476,2023-03-26,2023-02-26,28351.0,2962.1,33165.1,Rejected,2023-10-26,23.0,3,Jane Doe,2.0,Credit,17,4517,37.59,0,0.0,-0.07083793341143425,37.59,0.11334066877494917,0.0893137665799289,0.48393868699852927,0,0.05975521802889716,0
INV_141509,V755,2023-10-08,2023-02-11,59465.0,4475.95,63095.37,Pending,2023-03-21,12.0,2,Sarah Williams,4.0,Invoice,31,44857,-17.94,High,1.0,-0.06582321553521393,17.94,-0.11895455804981352,0.07093943660208347,0.33482782681451484,0,0.07375604640314137,0
INV_730249,V908,2023-08-23,2023-05-20,96121.0,13682.0,109658.78,Paid,2023-04-24,26.0,3,Mike Johnson,3.0,Adjustment,36,26488,25.18,0,0.0,-0.05991528024978833,25.18,0.1766939124544299,0.12476885115811064,0.4190271429181221,0,0.021632924844396106,0
INV_805753,UNKNOWN,2023-07-14,2023-06-22,24508.0,3455.57,26966.26,Approved,2023-08-22,21.0,2,,10.0,Credit Note,2,9442,29.83,1,1.0,-0.07145731892272547,29.83,0.07110517298862867,0.12814420687184652,0.15444723973283941,0,0.02852467976246076,0
INV_228015,V165,2023-10-24,2023-12-04,45388.0,7445.51,51404.79,Pending,2023-09-01,0.0,3,john,2.0,,19,6773,-30.92,Low,0.0,-0.06809203932976152,30.92,-0.37236753276773643,0.144840782347326,0.5022335377811128,0,0.03539754534346673,0
INV_835839,V601,2023-09-05,2023-11-07,7571.0,1204.84,8787.47,N,2023-01-12,-5.0,5,Mike Johnson,3.0,Credit Note,33,37607,-26.1,Yes,1.0,-0.0741870957649683,26.1,-0.4779562722335377,0.13710886068458839,0.5098308599880242,1,-0.002244738923006917,1
INV_623637,V496,2023-08-13,2023-10-23,73987.0,12306.91,85356.83,Paid,2023-12-25,21.0,3,john,4.0,Debit Note,16,28712,5.61,no,0.0,-0.06348267002520327,5.61,0.07110517298862867,0.1441819008508165,0.3101923099533349,0,0.042185519738048904,0
INV_344844,V967,2023-04-11,2023-11-19,50063.0,65.6,479.47,1,2023-03-24,27.0,4,Jane Doe,9.0,invoice,18,38549,70.21,FALSE,0.0,-0.0673385583864135,70.21,0.19781166034759015,0.1368177362504432,0.36876946072942124,0,0.0022013253397286103,1
INV_185503,V567,2023-01-16,2023-12-06,24001.0,3874.35,26661.66,Nan,2023-01-08,6.0,2,Sarah Williams,9.0,invoice,20,36020,-46.6,no,0.0,-0.07153903332663508,46.6,-0.24566104540877498,0.14531540796784595,0.2659569634766433,0,0.0386572316169565,0
INV_912246,V186,2023-08-22,2023-05-20,32194.0,1978.88,37442.51,Pending,2023-01-12,23.0,3,Mike Johnson,5.0,Invoice,49,22760,50.74,No,0.0,-0.07021854790014305,50.74,0.11334066877494917,0.052851157681469536,0.418264809896271,0,0.055921721136307334,1
INV_829171,V764,2023-10-09,2023-04-08,6459.0,397.86,6937.57,Pending,2023-06-15,20.0,2,John Smith,7.0,,23,3153,84.04,Low,0.0,-0.07436631946742883,84.04,0.049987425095468434,0.05734861053654234,0.41949137765780603,0,0.008155927134937901,1
INV_456184,V794,2023-04-10,2023-07-10,80462.0,11715.57,92604.21,Approved,2023-04-28,12.0,3,Mike Johnson,4.0,invoice,11,29672,-26.98,0,0.0,-0.062439078772117,26.98,-0.11895455804981352,0.12651228275690704,0.38127099946189547,0,0.057450142092763945,0
INV_729515,V565,2023-06-18,2023-06-11,44927.0,4924.43,52113.51,0,2023-01-13,7.0,4,Mike Johnson,8.0,invoice,25,1079,-25.68,0,0.0,-0.06816633980353337,25.68,-0.22454329751561475,0.09449430675462082,0.27435476258804886,0,0.057216196192201474,0
INV_435316,V383,2023-04-21,2023-05-12,78939.0,7904.83,86009.76,Y,2023-06-26,2.0,2,Jane Doe,2.0,,19,14551,89.26,TRUE,1.0,-0.06268454432863443,89.26,-0.33013203698141597,0.09190619762222334,0.6498367144129393,0,0.009584941116212942,1
INV_663963,V244,2023-04-04,2023-07-11,61845.0,10714.13,72514.26,Paid,2023-08-02,14.0,3,Mike Johnson,7.0,Invoice,6,28354,32.12,Yes,1.0,-0.06543962523678222,32.12,-0.07671906226349304,0.14775204215005436,0.2859557843868804,0,0.06614403291503529,0
INV_356361,V903,2023-12-16,2023-03-14,44681.0,2744.31,47742.92,Paid,2023-09-07,21.0,3,Tom Brown,2.0,Credit,29,23912,83.97,0,0.0,-0.06820598821253093,83.97,0.07110517298862867,0.05748098356782535,0.6162169735908005,0,0.05559079520599425,1
INV_821260,V714,2023-03-19,2023-07-15,56898.0,8147.19,65826.4,Approved,2023-02-17,8.0,4,Jane Doe,7.0,Adjustment,35,2952,23.52,Low,0.0,-0.06623694507137957,23.52,-0.2034255496224545,0.12376781959821592,0.2993212214576441,0,0.0628142616650742,0
INV_373948,V331,2023-01-03,2023-08-26,84909.0,9170.13,90548.82,N,2023-07-19,2.0,3,,4.0,Credit Note,10,36965,57.03,0,0.0,-0.06172234513466917,57.03,-0.33013203698141597,0.1012727719698611,0.5029542745741462,0,0.03926883945676429,1
INV_361432,V746,2023-06-11,2023-07-13,80919.0,7317.0,86481.57,0,2023-05-01,22.0,3,Mike Johnson,7.0,,38,49842,-48.33,FALSE,0.0,-0.06236542298792234,48.33,0.09222292088178892,0.08460762217892205,0.33629652272985283,0,0.03579463191748433,0
INV_127500,V909,2023-08-26,2023-06-01,100.0,5585.67,68142.29,Rejected,2023-06-26,28.0,3,john,9.0,invoice,49,40204,45.07,Low,0.0,-0.07539121472277643,45.07,0.21892940824075038,0.08197068222978712,0.27812765418066787,1,-0.0016694068376453819,1
INV_827434,V432,2023-06-01,2023-11-23,82383.0,7361.88,88275.07,Rejected,2023-12-28,3.0,1,john,1.0,,5,7540,96.45,FALSE,0.0,-0.06212946660266854,96.45,-0.30901428908825573,0.08339704516801855,0.6831280366837721,1,-0.04412704883723151,1
INV_411221,V779,2023-11-06,2023-12-02,11523.0,1107.09,13315.59,Paid,2023-08-02,14.0,5,Tom Brown,3.0,Adjustment,26,35037,32.38,Low,0.0,-0.0735501424626985,32.38,-0.07671906226349304,0.08314239173780508,0.46835788783206367,0,0.04701169518641407,0
INV_313426,V140,2023-03-01,2023-06-25,82559.0,8507.17,92553.22,Pending,2023-06-06,30.0,1,,4.0,,14,37479,74.14,FALSE,0.0,-0.06210110026127191,74.14,0.2611649040270709,0.09191652111077281,0.504014955656315,0,0.0022450083136462684,1
